UserID,CurrentStatus,Date,Steps,Distance,Floors,Calories,ActivityCalories,ActiveMinutes,Group
6223TS2,ACTIVE,1/4/17,3535,1.5,0,1773,564,0,Venice
6223TS2,ACTIVE,1/5/17,4132,1.8,2,1751,505,9,Venice
6223TS2,ACTIVE,1/6/17,3495,1.5,0,1773,573,0,Venice
6223TS2,ACTIVE,1/7/17,5415,2.3,1,1867,705,0,Venice
6223TS2,ACTIVE,1/8/17,11,0,0,1364,2,0,Venice
6223TS2,ACTIVE,1/9/17,4126,1.7,0,1799,598,0,Venice
6223TS2,ACTIVE,1/10/17,3786,1.6,0,1797,605,0,Venice
6223TS2,ACTIVE,1/11/17,3088,1.3,0,1690,452,0,Venice
6223TS2,ACTIVE,1/12/17,,,,,,,Venice
6223TS2,ACTIVE,1/13/17,4669,2,0,1881,738,0,Venice
6223TS2,ACTIVE,1/14/17,5896,2.5,0,1860,690,0,Venice
6223TS2,ACTIVE,1/15/17,6039,2.6,0,1812,599,19,Venice
6223TS2,ACTIVE,1/16/17,2319,1,0,1664,421,0,Venice
6223TS2,ACTIVE,1/17/17,4132,1.8,0,1811,621,0,Venice
6223TS2,ACTIVE,1/18/17,2438,1,0,1658,406,0,Venice
6223TS2,ACTIVE,1/19/17,55,0,0,340,10,0,Venice
6222ZYX,ACTIVE,1/1/17,1534,0.7,0,2123,393,0,7TB
6222ZYX,ACTIVE,1/2/17,2145,0.9,0,2202,480,0,7TB
6222ZYX,ACTIVE,1/3/17,2325,1,0,2236,543,0,7TB
6222ZYX,ACTIVE,1/4/17,3116,1.4,0,2309,600,0,7TB
6222ZYX,ACTIVE,1/5/17,6933,3,1,3593,2157,81,7TB
6222ZYX,ACTIVE,1/6/17,2764,1.2,1,2300,606,0,7TB
6222ZYX,ACTIVE,1/7/17,2649,1.2,0,2622,951,17,7TB
6222ZYX,ACTIVE,1/8/17,2652,1.2,0,2266,615,0,7TB
6222ZYX,ACTIVE,1/9/17,774,0.3,0,1903,133,0,7TB
6222ZYX,ACTIVE,1/10/17,3950,1.7,0,2758,1215,58,7TB
6222ZYX,ACTIVE,1/11/17,9566,4.2,3,4324,3099,210,7TB
6222ZYX,ACTIVE,1/12/17,8144,3.6,4,3619,2204,100,7TB
6222ZYX,ACTIVE,1/13/17,7868,3.4,3,3121,1659,0,7TB
6222ZYX,ACTIVE,1/14/17,5939,2.6,0,2544,947,10,7TB
6222ZYX,ACTIVE,1/15/17,6137,2.7,2,2575,1007,23,7TB
6222ZYX,ACTIVE,1/16/17,209,0.1,0,746,74,0,7TB
62232RR,ACTIVE,1/1/17,15099,7.4,,3454,2164,54,Food & Nutritional Servic
62232RR,ACTIVE,1/2/17,12045,5.8,,3046,1556,63,Food & Nutritional Servic
62232RR,ACTIVE,1/3/17,10645,5.2,,3096,1715,29,Food & Nutritional Servic
62232RR,ACTIVE,1/4/17,13485,6.5,,3159,1644,92,Food & Nutritional Servic
62232RR,ACTIVE,1/5/17,10480,5.1,,2921,1401,39,Food & Nutritional Servic
62232RR,ACTIVE,1/6/17,14227,6.9,,3415,2139,37,Food & Nutritional Servic
62232RR,ACTIVE,1/7/17,13831,6.7,,3329,2019,60,Food & Nutritional Servic
62232RR,ACTIVE,1/8/17,4534,2.2,,2411,708,24,Food & Nutritional Servic
62232RR,ACTIVE,1/9/17,15060,7.3,,3478,2226,24,Food & Nutritional Servic
62232RR,ACTIVE,1/10/17,16806,8.1,,3568,2302,66,Food & Nutritional Servic
62232RR,ACTIVE,1/11/17,13412,6.5,,3306,1972,18,Food & Nutritional Servic
62232RR,ACTIVE,1/12/17,15699,7.6,,3501,2226,59,Food & Nutritional Servic
62232RR,ACTIVE,1/13/17,9782,4.7,,2938,1446,22,Food & Nutritional Servic
62232RR,ACTIVE,1/14/17,8700,4.2,,2775,1193,51,Food & Nutritional Servic
62232RR,ACTIVE,1/15/17,3874,1.9,,2421,745,0,Food & Nutritional Servic
62232RR,ACTIVE,1/16/17,12144,5.9,,3104,1658,46,Food & Nutritional Servic
62232RR,ACTIVE,1/17/17,13439,6.5,,3267,1885,41,Food & Nutritional Servic
62232RR,ACTIVE,1/18/17,9851,4.8,,2907,1388,31,Food & Nutritional Servic
62232RR,ACTIVE,1/19/17,2129,1,,706,288,8,Food & Nutritional Servic
6223HKX,ACTIVE,1/1/17,1474,0.6,0,1821,294,0,Clinical and Business Sys
6223HKX,ACTIVE,1/2/17,4023,1.8,0,2010,527,14,Clinical and Business Sys
6223HKX,ACTIVE,1/3/17,6899,3,7,2275,825,37,Clinical and Business Sys
6223HKX,ACTIVE,1/4/17,7167,3.1,5,2248,828,0,Clinical and Business Sys
6223HKX,ACTIVE,1/5/17,10686,4.7,4,2527,1165,33,Clinical and Business Sys
6223HKX,ACTIVE,1/6/17,10615,4.6,4,2458,1122,39,Clinical and Business Sys
6223HKX,ACTIVE,1/7/17,11023,4.8,5,2537,1211,60,Clinical and Business Sys
6223HKX,ACTIVE,1/8/17,10297,4.5,5,2581,1268,47,Clinical and Business Sys
6223HKX,ACTIVE,1/9/17,12014,5.3,11,2575,1273,37,Clinical and Business Sys
6223HKX,ACTIVE,1/10/17,8791,3.8,11,2321,929,11,Clinical and Business Sys
6223HKX,ACTIVE,1/11/17,7692,3.4,5,2317,938,0,Clinical and Business Sys
6223HKX,ACTIVE,1/12/17,10867,4.8,4,2411,1003,64,Clinical and Business Sys
6223HKX,ACTIVE,1/13/17,6450,2.8,4,2144,682,17,Clinical and Business Sys
6223HKX,ACTIVE,1/14/17,10266,4.5,0,2456,1101,56,Clinical and Business Sys
6223HKX,ACTIVE,1/15/17,6247,2.7,0,2103,664,44,Clinical and Business Sys
6223HKX,ACTIVE,1/16/17,9071,4,6,2338,919,45,Clinical and Business Sys
6223HKX,ACTIVE,1/17/17,4793,2.1,3,2073,597,0,Clinical and Business Sys
6223HKX,ACTIVE,1/18/17,8094,3.5,9,2434,1037,0,Clinical and Business Sys
6223HKX,ACTIVE,1/19/17,7,0,0,370,3,0,Clinical and Business Sys
622456X,ACTIVE,1/1/17,13331,5.5,0,3266,1690,60,IFAM
622456X,ACTIVE,1/2/17,16619,6.9,0,3477,1961,109,IFAM
622456X,ACTIVE,1/3/17,17129,7.1,0,3362,1836,114,IFAM
622456X,ACTIVE,1/4/17,20820,8.6,0,3834,2387,134,IFAM
622456X,ACTIVE,1/5/17,18634,7.7,0,3506,2009,117,IFAM
622456X,ACTIVE,1/6/17,18242,7.5,0,3691,2246,93,IFAM
622456X,ACTIVE,1/7/17,14438,6,0,3216,1644,64,IFAM
622456X,ACTIVE,1/8/17,5474,2.3,2,2539,865,0,IFAM
622456X,ACTIVE,1/9/17,10613,4.4,5,2903,1409,29,IFAM
622456X,ACTIVE,1/10/17,11905,4.9,1,3104,1693,39,IFAM
622456X,ACTIVE,1/11/17,16199,6.7,0,3484,2147,89,IFAM
622456X,ACTIVE,1/12/17,23022,9.5,1,3830,2471,172,IFAM
622456X,ACTIVE,1/13/17,14564,6,3,3109,1584,67,IFAM
622456X,ACTIVE,1/14/17,21021,8.7,0,3536,1977,153,IFAM
622456X,ACTIVE,1/15/17,7127,2.9,0,2689,1112,11,IFAM
622456X,ACTIVE,1/16/17,13111,5.4,1,3113,1598,62,IFAM
622456X,ACTIVE,1/17/17,23340,9.6,1,3706,2335,163,IFAM
622456X,ACTIVE,1/18/17,6622,2.7,1,2431,1011,13,IFAM
6223Y7Z,ACTIVE,1/1/17,,,,,,,Float Team
6223Y7Z,ACTIVE,1/2/17,2211,0.7,0,1400,318,0,Float Team
6223Y7Z,ACTIVE,1/3/17,1412,0.5,3,1298,163,0,Float Team
6223Y7Z,ACTIVE,1/4/17,7230,2.6,27,1636,611,0,Float Team
6223Y7Z,ACTIVE,1/5/17,5182,1.7,9,1618,611,0,Float Team
6223Y7Z,ACTIVE,1/6/17,2167,0.7,6,1347,216,8,Float Team
6223Y7Z,ACTIVE,1/7/17,4381,1.5,8,1471,399,0,Float Team
6223Y7Z,ACTIVE,1/8/17,5288,1.9,5,1533,493,0,Float Team
6223Y7Z,ACTIVE,1/9/17,6286,2.1,2,1637,628,0,Float Team
6223Y7Z,ACTIVE,1/10/17,8000,2.8,7,1717,728,0,Float Team
6223Y7Z,ACTIVE,1/11/17,7899,2.8,20,1693,704,0,Float Team
6223Y7Z,ACTIVE,1/12/17,3016,1.1,2,1392,294,0,Float Team
6223Y7Z,ACTIVE,1/13/17,1842,0.6,7,1323,192,0,Float Team
6223Y7Z,ACTIVE,1/14/17,5,0,0,1179,0,0,Float Team
6223Y7Z,ACTIVE,1/15/17,3381,1.1,3,1484,431,0,Float Team
6223Y7Z,ACTIVE,1/16/17,3459,1.2,1,1461,386,0,Float Team
6223Y7Z,ACTIVE,1/17/17,6351,2.2,7,1617,589,0,Float Team
6223Y7Z,ACTIVE,1/18/17,5894,2,6,1570,566,0,Float Team
6223HKG,ACTIVE,1/1/17,8146,3.4,,2043,1013,0,6ET
6223HKG,ACTIVE,1/2/17,10303,4.3,,2128,1110,37,6ET
6223HKG,ACTIVE,1/3/17,12142,5.1,,2167,1112,50,6ET
6223HKG,ACTIVE,1/4/17,10558,4.4,,2127,1109,22,6ET
6223HKG,ACTIVE,1/5/17,3196,1.3,,1589,343,12,6ET
6223HKG,ACTIVE,1/6/17,14948,6.2,,2312,1295,111,6ET
6223HKG,ACTIVE,1/7/17,16445,6.9,,2323,1267,139,6ET
6223HKG,ACTIVE,1/8/17,15855,6.6,,2375,1398,117,6ET
6223HKG,ACTIVE,1/9/17,11345,4.8,,2067,954,75,6ET
6223HKG,ACTIVE,1/10/17,10158,4.2,,2000,854,58,6ET
6223HKG,ACTIVE,1/11/17,6201,2.6,,1819,667,0,6ET
6223HKG,ACTIVE,1/12/17,7363,3.1,,1897,772,9,6ET
6223HKG,ACTIVE,1/13/17,6667,2.8,,1852,712,0,6ET
6223HKG,ACTIVE,1/14/17,14422,6.1,,2223,1146,119,6ET
6223HKG,ACTIVE,1/15/17,5471,2.3,,1767,591,23,6ET
6223HKG,ACTIVE,1/16/17,5192,2.2,,1756,582,0,6ET
6223HKG,ACTIVE,1/17/17,4629,1.9,,1168,438,0,6ET
6223HT6,ACTIVE,1/1/17,,,,,,,7CYT
6223HT6,ACTIVE,1/2/17,13506,5.4,2,2507,1431,96,7CYT
6223HT6,ACTIVE,1/3/17,18027,7.2,2,2823,1810,147,7CYT
6223HT6,ACTIVE,1/4/17,12703,5,2,2328,1284,85,7CYT
6223HT6,ACTIVE,1/5/17,12457,5,0,2208,1233,34,7CYT
6223HT6,ACTIVE,1/6/17,12437,4.9,0,2180,1173,32,7CYT
6223HT6,ACTIVE,1/7/17,12282,4.9,6,2227,1228,27,7CYT
6223HT6,ACTIVE,1/8/17,13167,5.2,6,2431,1437,18,7CYT
6223HT6,ACTIVE,1/9/17,14390,5.8,3,2876,1884,114,7CYT
6223HT6,ACTIVE,1/10/17,16387,6.5,2,2738,1740,93,7CYT
6223HT6,ACTIVE,1/11/17,13049,5.2,4,2470,1405,60,7CYT
6223HT6,ACTIVE,1/12/17,10488,4.2,6,2183,1137,26,7CYT
6223HT6,ACTIVE,1/13/17,11579,4.6,6,2332,1362,17,7CYT
6223HT6,ACTIVE,1/14/17,13948,5.5,9,2397,1452,35,7CYT
6223HT6,ACTIVE,1/15/17,13936,5.5,4,2788,1912,111,7CYT
6223HT6,ACTIVE,1/16/17,10065,4,4,2050,963,27,7CYT
6223HT6,ACTIVE,1/17/17,11296,4.5,1,2504,1439,99,7CYT
6223HT6,ACTIVE,1/18/17,11976,4.8,1,2087,1185,110,7CYT
6223FBT,ACTIVE,1/1/17,,,,,,,Hemodialysis
6223FBT,ACTIVE,1/2/17,6512,2.7,0,2902,1225,10,Hemodialysis
6223FBT,ACTIVE,1/3/17,9909,4.1,1,3366,1761,68,Hemodialysis
6223FBT,ACTIVE,1/4/17,6978,2.9,1,3120,1498,43,Hemodialysis
6223FBT,ACTIVE,1/5/17,8041,3.4,3,3086,1416,13,Hemodialysis
6223FBT,ACTIVE,1/6/17,8423,3.5,0,3128,1504,19,Hemodialysis
6223FBT,ACTIVE,1/7/17,5852,2.4,2,2960,1259,27,Hemodialysis
6223FBT,ACTIVE,1/8/17,,,,,,,Hemodialysis
6223FBT,ACTIVE,1/9/17,7925,3.3,0,3132,1589,19,Hemodialysis
6223FBT,ACTIVE,1/10/17,8194,3.4,0,3178,1666,10,Hemodialysis
6223FBT,ACTIVE,1/11/17,7607,3.2,0,3295,1737,37,Hemodialysis
6223FBT,ACTIVE,1/12/17,7298,3,1,2930,1341,21,Hemodialysis
6223FBT,ACTIVE,1/13/17,6690,2.8,1,3523,1956,74,Hemodialysis
6223FBT,ACTIVE,1/14/17,2658,1.1,1,2254,477,14,Hemodialysis
6223FBT,ACTIVE,1/15/17,6066,2.3,2,3167,1621,19,Hemodialysis
6223FBT,ACTIVE,1/16/17,970,0.3,2,2378,378,0,Hemodialysis
6223FBT,ACTIVE,1/17/17,56,0,0,1863,18,0,Hemodialysis
6223FBT,ACTIVE,1/18/17,7543,2.9,0,2973,1363,50,Hemodialysis
6223FBT,ACTIVE,1/19/17,70,0,0,484,18,0,Hemodialysis
6223CWN,ACTIVE,1/2/17,,,,,,,8ET
6223CWN,ACTIVE,1/3/17,10379,4.4,0,2768,1288,115,8ET
6223CWN,ACTIVE,1/4/17,11691,5.1,6,2687,1303,80,8ET
6223CWN,ACTIVE,1/5/17,7470,3.2,1,2675,1363,0,8ET
6223CWN,ACTIVE,1/6/17,4030,1.7,1,3112,1726,82,8ET
6223CWN,ACTIVE,1/7/17,4752,2,2,3403,2165,36,8ET
6223CWN,ACTIVE,1/8/17,10369,4.8,0,2898,1490,88,8ET
6223CWN,ACTIVE,1/9/17,11396,5,0,2853,1526,29,8ET
6223CWN,ACTIVE,1/10/17,8645,3.3,14,2677,1309,0,8ET
6223CWN,ACTIVE,1/11/17,6004,2.3,0,2429,1006,0,8ET
6223CWN,ACTIVE,1/12/17,,,,,,,8ET
6223CWN,ACTIVE,1/13/17,,,,,,,8ET
6223CWN,ACTIVE,1/14/17,,,,,,,8ET
6223CWN,ACTIVE,1/15/17,,,,,,,8ET
6223CWN,ACTIVE,1/16/17,,,,,,,8ET
6223CWN,ACTIVE,1/17/17,6363,2.4,0,2355,1004,0,8ET
6223CWN,ACTIVE,1/18/17,230,0.1,0,505,69,0,8ET
62245MQ,ACTIVE,1/1/17,3828,1.7,0,1987,567,0,Medical Short Stay
62245MQ,ACTIVE,1/2/17,4591,2.1,0,2263,869,0,Medical Short Stay
62245MQ,ACTIVE,1/3/17,4651,2.1,0,2255,816,6,Medical Short Stay
62245MQ,ACTIVE,1/4/17,4645,2.1,0,2298,933,0,Medical Short Stay
62245MQ,ACTIVE,1/5/17,3502,1.6,0,2151,730,0,Medical Short Stay
62245MQ,ACTIVE,1/6/17,4287,1.9,1,2038,618,0,Medical Short Stay
62245MQ,ACTIVE,1/7/17,7052,3.2,3,2410,1143,0,Medical Short Stay
62245MQ,ACTIVE,1/8/17,9017,4.1,4,2270,1278,0,Medical Short Stay
6223RF8,ACTIVE,1/1/17,18440,7.2,0,2535,1791,108,Electrocardiology
6223RF8,ACTIVE,1/2/17,11,0,0,1147,0,0,Electrocardiology
6223RF8,ACTIVE,1/3/17,14512,5.7,2,2327,1569,72,Electrocardiology
6223RF8,ACTIVE,1/4/17,9357,3.7,1,2011,1131,9,Electrocardiology
6223RF8,ACTIVE,1/5/17,7523,2.9,3,1862,921,61,Electrocardiology
6223RF8,ACTIVE,1/6/17,8143,3.2,2,1899,1020,12,Electrocardiology
6223RF8,ACTIVE,1/7/17,3092,1.2,1,606,389,9,Electrocardiology
5ZZY6HS,ACTIVE,1/1/17,8375,3.5,3,2004,1069,0,ECC Main
5ZZY6HS,ACTIVE,1/2/17,13184,6.1,1,2246,1316,32,ECC Main
5ZZY6HS,ACTIVE,1/3/17,13004,6.1,5,2233,1285,28,ECC Main
5ZZY6HS,ACTIVE,1/4/17,17138,8,2,2524,1679,33,ECC Main
5ZZY6HS,ACTIVE,1/5/17,18776,8.6,3,2675,1881,32,ECC Main
5ZZY6HS,ACTIVE,1/6/17,14819,6.5,2,2431,1593,19,ECC Main
5ZZY6HS,ACTIVE,1/7/17,10221,4.3,5,2205,1263,0,ECC Main
5ZZY6HS,ACTIVE,1/8/17,11145,4.7,3,2222,1332,0,ECC Main
5ZZY6HS,ACTIVE,1/9/17,8485,3.5,0,2004,1034,0,ECC Main
5ZZY6HS,ACTIVE,1/10/17,9099,3.8,3,2048,1128,0,ECC Main
5ZZY6HS,ACTIVE,1/11/17,6676,2.8,0,1854,832,0,ECC Main
5ZZY6HS,ACTIVE,1/12/17,12234,5.1,3,2397,1548,0,ECC Main
5ZZY6HS,ACTIVE,1/13/17,12791,5.3,2,2414,1586,0,ECC Main
5ZZY6HS,ACTIVE,1/14/17,8375,3.5,2,2126,1180,0,ECC Main
5ZZY6HS,ACTIVE,1/15/17,3471,1.5,0,1671,508,0,ECC Main
5ZZY6HS,ACTIVE,1/16/17,5327,2.2,0,1729,656,0,ECC Main
5ZZY6HS,ACTIVE,1/17/17,9040,3.8,0,2096,1164,0,ECC Main
5ZZY6HS,ACTIVE,1/18/17,10603,4.4,3,2343,1468,7,ECC Main
5ZZY6HS,ACTIVE,1/19/17,18,0,0,323,4,0,ECC Main
62233PX,ACTIVE,1/1/17,,,,,,,HVI
62233PX,ACTIVE,1/2/17,7021,3,9,1890,805,7,HVI
62233PX,ACTIVE,1/3/17,9365,4,10,2135,1133,11,HVI
62233PX,ACTIVE,1/4/17,9511,4,5,1977,910,19,HVI
62233PX,ACTIVE,1/5/17,10377,4.4,8,2022,974,48,HVI
62233PX,ACTIVE,1/6/17,10260,4.3,6,2083,1036,35,HVI
62233PX,ACTIVE,1/7/17,7239,3.1,0,2007,1014,12,HVI
62233PX,ACTIVE,1/8/17,5500,2.3,0,1919,864,0,HVI
62233PX,ACTIVE,1/9/17,9222,3.9,7,2097,1058,12,HVI
62233PX,ACTIVE,1/10/17,10686,4.5,9,2050,1002,27,HVI
62233PX,ACTIVE,1/11/17,12538,5.3,8,2119,1067,72,HVI
62233PX,ACTIVE,1/12/17,10693,4.6,8,2276,1311,11,HVI
62233PX,ACTIVE,1/13/17,9983,4.2,6,2049,1007,20,HVI
62233PX,ACTIVE,1/14/17,3931,1.7,0,1692,602,0,HVI
62233PX,ACTIVE,1/15/17,11794,5,12,2229,990,0,HVI
62233PX,ACTIVE,1/16/17,15532,6.6,11,2410,1503,37,HVI
62233PX,ACTIVE,1/17/17,9892,4.2,10,1975,916,0,HVI
62233PX,ACTIVE,1/18/17,15364,6.5,123,2500,1580,66,HVI
62233PX,ACTIVE,1/19/17,17,0,0,220,4,0,HVI
6223CX8,ACTIVE,1/1/17,10203,4.3,2,2085,923,49,Pharmacy Main
6223CX8,ACTIVE,1/2/17,11297,4.8,1,2181,1046,37,Pharmacy Main
6223CX8,ACTIVE,1/3/17,13253,5.6,5,2370,1270,49,Pharmacy Main
6223CX8,ACTIVE,1/4/17,11896,5,3,2319,1232,20,Pharmacy Main
6223CX8,ACTIVE,1/5/17,14087,6,8,2510,1436,38,Pharmacy Main
6223CX8,ACTIVE,1/6/17,11733,5,5,2426,1342,10,Pharmacy Main
6223CX8,ACTIVE,1/7/17,25385,10.9,1,2914,1909,134,Pharmacy Main
6223CX8,ACTIVE,1/8/17,15494,6.6,3,2578,1482,65,Pharmacy Main
6223CX8,ACTIVE,1/9/17,10551,4.5,4,2314,1217,0,Pharmacy Main
6223CX8,ACTIVE,1/10/17,10080,4.3,4,2255,1102,0,Pharmacy Main
6223CX8,ACTIVE,1/11/17,12985,5.5,5,2488,1460,22,Pharmacy Main
6223CX8,ACTIVE,1/12/17,13153,5.6,4,2396,1387,16,Pharmacy Main
6223CX8,ACTIVE,1/13/17,16254,6.9,11,2662,1650,67,Pharmacy Main
6223CX8,ACTIVE,1/14/17,6542,2.8,3,1962,784,0,Pharmacy Main
6223CX8,ACTIVE,1/15/17,14051,6,0,2559,1532,33,Pharmacy Main
6223CX8,ACTIVE,1/16/17,10391,4.4,2,2274,1186,18,Pharmacy Main
6223CX8,ACTIVE,1/17/17,12153,5.2,3,2414,1387,12,Pharmacy Main
6223CX8,ACTIVE,1/18/17,13751,5.9,5,2482,1450,27,Pharmacy Main
6223CX8,ACTIVE,1/19/17,579,0.2,0,404,70,0,Pharmacy Main
6223JRY,ACTIVE,1/1/17,6275,2.9,0,3047,1436,27,Food & Nutritional Servic
6223JRY,ACTIVE,1/2/17,,,,,,,Food & Nutritional Servic
6223JRY,ACTIVE,1/3/17,6241,2.8,9,2687,1052,12,Food & Nutritional Servic
6223JRY,ACTIVE,1/4/17,7136,3.3,10,2788,1295,0,Food & Nutritional Servic
6223JRY,ACTIVE,1/5/17,4597,2.1,3,2428,773,0,Food & Nutritional Servic
6223JRY,ACTIVE,1/6/17,5392,2.5,4,2585,996,0,Food & Nutritional Servic
6223JRY,ACTIVE,1/7/17,6322,2.9,0,2562,980,0,Food & Nutritional Servic
6223JRY,ACTIVE,1/8/17,5874,2.7,3,2862,1295,16,Food & Nutritional Servic
6223JRY,ACTIVE,1/9/17,1226,0.6,0,2063,286,8,Food & Nutritional Servic
6223JRY,ACTIVE,1/10/17,1185,0.5,0,1007,223,0,Food & Nutritional Servic
6223BJ5,ACTIVE,1/1/17,6226,2.8,1,2154,672,20,Finance
6223BJ5,ACTIVE,1/2/17,23693,10.6,0,3502,2334,107,Finance
6223BJ5,ACTIVE,1/3/17,27977,12.5,0,2664,1435,35,Finance
6223BJ5,ACTIVE,1/4/17,10444,4.7,0,3130,1789,78,Finance
6223BJ5,ACTIVE,1/5/17,10388,4.6,2,2619,1226,55,Finance
6223BJ5,ACTIVE,1/6/17,10256,4.6,2,2457,1057,42,Finance
6223BJ5,ACTIVE,1/7/17,10556,4.7,6,2543,1185,59,Finance
6223BJ5,ACTIVE,1/8/17,11087,4.9,0,2513,1115,48,Finance
6223BJ5,ACTIVE,1/9/17,10420,4.6,2,3046,1691,73,Finance
6223BJ5,ACTIVE,1/10/17,10206,4.5,0,2642,1230,68,Finance
6223BJ5,ACTIVE,1/11/17,8937,4,0,2663,1270,53,Finance
6223BJ5,ACTIVE,1/12/17,10143,4.7,0,2487,1039,62,Finance
6223BJ5,ACTIVE,1/13/17,10318,4.6,2,2594,1298,24,Finance
6223BJ5,ACTIVE,1/14/17,14828,6.6,5,2843,1592,88,Finance
6223BJ5,ACTIVE,1/15/17,7438,3.3,2,2329,884,19,Finance
6223BJ5,ACTIVE,1/16/17,10382,4.6,3,2668,1316,56,Finance
6223BJ5,ACTIVE,1/17/17,10209,4.6,1,2583,1176,91,Finance
6223BJ5,ACTIVE,1/18/17,8200,3.7,1,2632,1244,79,Finance
6223HRN,ACTIVE,1/1/17,8805,3.1,4,2069,881,8,ECC Main
6223HRN,ACTIVE,1/2/17,15348,5.4,5,2626,1603,22,ECC Main
6223HRN,ACTIVE,1/3/17,11272,3.9,4,2404,1346,0,ECC Main
6223HRN,ACTIVE,1/4/17,2915,1,18,1664,318,0,ECC Main
6223HRN,ACTIVE,1/5/17,11240,3.8,3,2564,1477,0,ECC Main
6223HRN,ACTIVE,1/6/17,10092,3.5,4,2364,1254,0,ECC Main
6223HRN,ACTIVE,1/7/17,10525,3.5,5,2387,1300,0,ECC Main
6223HRN,ACTIVE,1/8/17,4738,1.6,8,1793,505,0,ECC Main
6223HRN,ACTIVE,1/9/17,13286,4.6,6,2589,1547,11,ECC Main
6223HRN,ACTIVE,1/10/17,13664,4.7,4,2523,1507,10,ECC Main
6223HRN,ACTIVE,1/11/17,,,,,,,ECC Main
6223HRN,ACTIVE,1/12/17,11629,3.9,8,2468,1378,0,ECC Main
6223HRN,ACTIVE,1/13/17,10949,3.7,5,2398,1300,9,ECC Main
6223HRN,ACTIVE,1/14/17,10433,3.5,3,2368,1323,0,ECC Main
6223HRN,ACTIVE,1/15/17,4768,1.6,3,1811,558,0,ECC Main
6223HRN,ACTIVE,1/16/17,11795,4.1,7,2476,1454,0,ECC Main
6223HRN,ACTIVE,1/17/17,8874,3.1,4,2149,999,0,ECC Main
6223HRN,ACTIVE,1/18/17,393,0.1,0,713,57,0,ECC Main
6223C2R,ACTIVE,1/1/17,7382,2.8,1,2195,935,29,Neuro/Uro
6223C2R,ACTIVE,1/2/17,7486,2.9,3,2028,878,0,Neuro/Uro
6223C2R,ACTIVE,1/3/17,8088,3.1,1,1978,858,7,Neuro/Uro
6223C2R,ACTIVE,1/4/17,,,,,,,Neuro/Uro
6223C2R,ACTIVE,1/5/17,8535,3.3,0,2028,948,0,Neuro/Uro
6223C2R,ACTIVE,1/6/17,10577,4.1,0,2316,1394,0,Neuro/Uro
6223C2R,ACTIVE,1/7/17,5645,2.2,0,1609,641,0,Neuro/Uro
6223CVK,ACTIVE,1/1/17,8775,3.7,,1749,554,63,Quality Improvement
6223CVK,ACTIVE,1/2/17,8451,3.6,,1769,613,45,Quality Improvement
6223CVK,ACTIVE,1/3/17,15011,6.4,,2122,1002,75,Quality Improvement
6223CVK,ACTIVE,1/4/17,7894,3.3,,1746,603,35,Quality Improvement
6223CVK,ACTIVE,1/5/17,9805,4.2,,1849,714,41,Quality Improvement
6223CVK,ACTIVE,1/6/17,4337,1.8,,1587,354,0,Quality Improvement
6223CVK,ACTIVE,1/7/17,6882,2.9,,1741,563,32,Quality Improvement
6223CVK,ACTIVE,1/8/17,16243,7,,2211,1150,113,Quality Improvement
6223CVK,ACTIVE,1/9/17,16118,6.8,,2147,1034,96,Quality Improvement
6223CVK,ACTIVE,1/10/17,11861,5,,1939,814,44,Quality Improvement
6223CVK,ACTIVE,1/11/17,13584,5.8,,2018,937,51,Quality Improvement
6223CVK,ACTIVE,1/12/17,11070,4.7,,1915,772,45,Quality Improvement
6223CVK,ACTIVE,1/13/17,12927,5.5,,1988,866,78,Quality Improvement
6223CVK,ACTIVE,1/14/17,14329,6.1,,2073,963,87,Quality Improvement
6223CVK,ACTIVE,1/15/17,16021,6.8,,2188,1124,105,Quality Improvement
6223CVK,ACTIVE,1/16/17,15793,6.7,,2132,1036,104,Quality Improvement
6223CVK,ACTIVE,1/17/17,19312,8.2,,2305,1233,128,Quality Improvement
6223CVK,ACTIVE,1/18/17,9200,3.9,,1822,668,41,Quality Improvement
6223CVK,ACTIVE,1/19/17,566,0.2,,350,36,0,Quality Improvement
6223NJ3,ACTIVE,1/1/17,,,,,,,Patient Financial Service
6223NJ3,ACTIVE,1/2/17,1955,0.8,,1510,272,0,Patient Financial Service
6223NJ3,ACTIVE,1/3/17,6567,2.7,,1808,675,19,Patient Financial Service
6223NJ3,ACTIVE,1/4/17,4900,2,,1637,411,33,Patient Financial Service
6223NJ3,ACTIVE,1/5/17,8438,3.5,,1978,958,18,Patient Financial Service
6223NJ3,ACTIVE,1/6/17,5649,2.4,,1798,707,0,Patient Financial Service
6223NJ3,ACTIVE,1/7/17,4893,2,,1721,591,12,Patient Financial Service
6223NJ3,ACTIVE,1/8/17,13368,5.6,,2205,1212,73,Patient Financial Service
6223NJ3,ACTIVE,1/9/17,4797,2,,1677,507,19,Patient Financial Service
6223NJ3,ACTIVE,1/10/17,,,,,,,Patient Financial Service
6223NJ3,ACTIVE,1/11/17,22,0,,1308,0,0,Patient Financial Service
6223NJ3,ACTIVE,1/12/17,7730,3.2,,1900,844,30,Patient Financial Service
6223NJ3,ACTIVE,1/13/17,9561,3.9,,2057,1091,9,Patient Financial Service
6223NJ3,ACTIVE,1/14/17,6300,2.6,,1702,801,0,Patient Financial Service
6223B2P,ACTIVE,1/1/17,6826,3,0,3395,1624,0,Gulf Gate
